Equipment,./suffolk.csv,Boots,,,,Not bought.
Equipment,./suffolk.csv,Utility belt,7.31,160,2014-09-04,Equipment belts. Joint purchase with Norfolk.
Equipment,./suffolk.csv,General Patrol full body armour,302.84,22,2015-07-21,Joint purchase with Norfolk via the Metropolitan Police Service national framework.
Equipment,./suffolk.csv,General Patrol body armour vest,,,,Not bought.
Equipment,./suffolk.csv,Standard Issue Handcuffs,18.35,100,2015-06-17,Joint purchase with Norfolk via the Metropolitan Police Service national framework.
Equipment,./suffolk.csv,Baton,54.45,150,2014-03-11,Joint purchase with Norfolk via the Metropolitan Police Service national framework.
Equipment,./suffolk.csv,Airwave radio (hand held),375.00,1,2010-09-19,
Equipment,./suffolk.csv,Airwave radio (vehicle),700.00,4,2010-09-19,
Equipment,./suffolk.csv,Fully kitted general purpose patrol vehicle - standard 5-door hatchback low performance car.,,,,"Not bought. The force operates intermediate performance estate vehicles for general purpose patrol at a cost of £15,505."
Equipment,./suffolk.csv,Compact High performance estate vehicle - fully converted,,,,"Not bought. The force operates high performance estate vehicles for traffic patrol at a cost of £34,600."
Equipment,./suffolk.csv,Fully kitted cell van,19905.00,5,2014-10-16,"Joint purchase with Norfolk using Kent and Essex contracts. Price inc. base vehicle, conversion, supply and fit of emergency equipment (exc. airwave radio), automatic vehicle location system and satellite navigation."
Equipment,./kent.csv,Custodian style Police Helmet,28.90,40,2015-05-11,"The force has an outsourced store to manage stock levels. In addition, the force recycles helmets to keep costs down."
Equipment,./kent.csv,Fleece,23.60,150,2015-04-27,The force has an outsourced store to manage stock levels. Price given inc. Kent crest badge.
Equipment,./kent.csv,Trousers,13.80,210,2015-05-11,The force has an outsourced store to manage stock levels.
Equipment,./kent.csv,Shirt,4.11,805,2015-07-29,The force has an outsourced store to manage stock levels.
Equipment,./kent.csv,Epaulettes,4.00,50,2015-04-30,The force has an outsourced store to manage stock levels.
Equipment,./kent.csv,Belt,7.11,60,2015-07-30,The force has an outsourced store to manage stock levels.
Equipment,./kent.csv,Anorak/ waterproof jacket,115.50,60,2015-03-11,The force has an outsourced store to manage stock levels.
Equipment,./kent.csv,Hi Visibility jacket,111.50,60,2015-03-11,The force has an outsourced store to manage stock levels.
Equipment,./kent.csv,Cut resistant gloves,27.23,55,2015-02-12,The force has an outsourced store to manage stock levels.
Equipment,./kent.csv,Boots,,,,Not bought.
Equipment,./kent.csv,Utility belt,9.73,25,2015-08-03,"The force has an outsourced store to manage stock levels. In addition, the force recycles belts wherever possible."
Equipment,./kent.csv,General Patrol full body armour,243.60,13,2015-05-13,The force recycles body armours to keep costs down. Price given does not reflect the kit that is recycled even though this accounts for a significant amount of body armour.
Equipment,./kent.csv,General Patrol body armour vest,59.70,24,2015-05-29,The force recycles body armours to keep costs down. Price given does not reflect the kit that is recycled even though this accounts for a significant amount of body armour.
Equipment,./kent.csv,Standard Issue Handcuffs,16.95,200,2014-12-09,"The force has an outsourced store to manage stock levels. In addition, the force recycles handcuffs wherever possible."
Equipment,./kent.csv,Baton,25.00,60,2014-12-08,The force has a contract for the refurbishment of batons at this price. No information available on the last new purchase at this time.
Equipment,./kent.csv,Airwave radio (hand held),314.75,500,2014-01-09,"All handsets are recycled. The force does not plan to purchase more radios until 2018, except in case of shortage of handsets for a limited time."
Equipment,./kent.csv,Airwave radio (vehicle),823.00,300,2011-02-08,
Equipment,./kent.csv,Fully kitted general purpose patrol vehicle - standard 5-door hatchback low performance car.,8998.36,22,2014-09-08,"Inc. service with legacy equipment as the norm for these vehicles (for re-use on new vehicles). Due to operational changes, purchase volumes are likely to reduce in Kent for a lower number of intermediate response capable vehicles."
Equipment,./kent.csv,Compact High performance estate vehicle - fully converted,17252.27,15,2013-05-15,Inc. service with legacy equipment as the norm for internally built vehicles (for re-use on new vehicles). Purchased in collaboration with Essex.
Equipment,./kent.csv,Fully kitted cell van,19555.70,8,2013-12-06,Most recent purchase from the previous national framework agreement. 
Equipment,./sussex.csv,Custodian style Police Helmet,28.90,85,2015-05-19,
Equipment,./sussex.csv,Fleece,21.10,11,2015-07-02,
Equipment,./sussex.csv,Trousers,8.95,530,2015-05-11,This was an end of contract order. 
Equipment,./sussex.csv,Shirt,4.50,799,2015-06-16,"Average price given as subject to specifications (male/female, long/short sleeves, colour, length)."
Equipment,./sussex.csv,Epaulettes,1.83,700,2015-07-22,
Equipment,./sussex.csv,Belt,5.10,190,2015-05-06,
Equipment,./sussex.csv,Anorak/ waterproof jacket,85.75,25,2015-03-09,
Equipment,./sussex.csv,Hi Visibility jacket,56.44,25,2015-03-09,
Equipment,./sussex.csv,Cut resistant gloves,,,,Not bought. 
Equipment,./sussex.csv,Boots,,,,"Not bought. The force does not issue boots to response officers, only to specialist roles."
Equipment,./sussex.csv,Utility belt,5.08,100,2015-02-03,
Equipment,./sussex.csv,General Patrol full body armour,302.84,9,2015-05-27,Male armours.
Equipment,./sussex.csv,General Patrol body armour vest,56.44,25,2015-06-08,
Equipment,./sussex.csv,Standard Issue Handcuffs,25.50,150,2014-11-25,This item is being considered for review.
Equipment,./sussex.csv,Baton,64.05,101,2015-02-09,
Equipment,./sussex.csv,Airwave radio (hand held),350.00,,,The force has not purchased this type of radio for over three years.
Equipment,./sussex.csv,Airwave radio (vehicle),725.00,50,2015-07-01,
Equipment,./sussex.csv,Fully kitted general purpose patrol vehicle - standard 5-door hatchback low performance car.,14534.95,38,,Purchased in May-July 2015.
Equipment,./sussex.csv,Compact High performance estate vehicle - fully converted,32747.44,10,2015-06-01,"Purchased in May-July 2015, but vehicle conversion is normally carried out in-house."
Equipment,./sussex.csv,Fully kitted cell van,,,,Information is not available at this time.
Equipment,./leicestershire.csv,Custodian style Police Helmet,28.90,30,2015-06-18,Purchased via West Midlands Police framework.
Equipment,./leicestershire.csv,Fleece,37.95,131,2015-03-25,Date of order.
Equipment,./leicestershire.csv,Trousers,8.95,1000,2014-09-22,"Male/female trousers. Orders placed prior to expiry of the Greater Manchester Police framework, which requires the force to order a minimum of 1,000 pairs. The force has set up an informal stock holding arrangement with the supplier due to the high quantity."
Equipment,./leicestershire.csv,Shirt,3.99,50,2015-11-25,"Regular length male short-sleeved shirts, regular length male long-sleeved shirts £4.56. Long length male short-sleeved shirts ordered for larger chest sizes cost £4.29 each, £5.06 with long sleeves. Regular length female short-sleeved shirts £3.86, £4.26 with long sleeves. Long length female short-sleeved shirts cost £4.26, £4.36 with long sleeves."
Equipment,./leicestershire.csv,Epaulettes,2.80,10,2015-07-30,Pair of epaulettes embroidered with collar number and name purchased via the force's own contract.
Equipment,./leicestershire.csv,Belt,3.27,205,2015-05-01,
Equipment,./leicestershire.csv,Anorak/ waterproof jacket,69.95,40,2015-06-25,High visibility blouson jackets.
Equipment,./leicestershire.csv,Hi Visibility jacket,95.00,18,2015-04-27,High visibility traffic coats.
Equipment,./leicestershire.csv,Cut resistant gloves,12.75,80,2015-03-25,Standard gloves only. The force does not issue cut resistant gloves.
Equipment,./leicestershire.csv,Boots,,,,Not bought
Equipment,./leicestershire.csv,Utility belt,6.95,55,2015-07-08,
Equipment,./leicestershire.csv,General Patrol full body armour,313.57,6,2015-06-17,Purchased with West Midlands Police via the Metropolitan Police Service framework.
Equipment,./leicestershire.csv,General Patrol body armour vest,45.48,1,2015-06-17,Replacement body armour cover purchased with West Midlands police via the Metropolitan Police Service framework.
Equipment,./leicestershire.csv,Standard Issue Handcuffs,16.95,150,2015-03-25,
Equipment,./leicestershire.csv,Baton,56.00,100,2012-11-14,"Last order date for 26"" batons. The force uses existing stocks and re-uses batons returned by departed officers."
Equipment,./leicestershire.csv,Airwave radio (hand held),350.00,60,2015-07-23,Handsets purchased via the Metropolitan Police Service framework.
Equipment,./leicestershire.csv,Airwave radio (vehicle),1100.00,411,2005-06-30,Purchased via the Metropolitan Police Service framework. Price inc. installation.
Equipment,./leicestershire.csv,Fully kitted general purpose patrol vehicle - standard 5-door hatchback low performance car.,,,,"Not bought. The force last purchased a Vauxhall Astra for patrol at a total cost of £14,324.49 in June 2015."
Equipment,./leicestershire.csv,Compact High performance estate vehicle - fully converted,,,,"Not bought. The force last purchased a BMW at £28,715.11 in 2014, which is being commissioned."
Equipment,./leicestershire.csv,Fully kitted cell van,,,,"Not bought. The force last purchased two Peugeot Expert vans at £18,766 in February 2013."
Equipment,./devon-and-cornwall.csv,Custodian style Police Helmet,28.90,76,2015-03-30,"Exc. helmet plate (crest), purchased via the West Yorkshire national framework, £33.50 if inc. crest. Regional specification."
Equipment,./devon-and-cornwall.csv,Fleece,21.10,50,2015-06-16,Regional specification.
Equipment,./devon-and-cornwall.csv,Trousers,13.57,390,2015-06-17,"Regional specification male trousers, female trousers £14.88 on 05/06/15."
Equipment,./devon-and-cornwall.csv,Shirt,4.05,2016,2015-07-07,"Male short-sleeved wicking shirts, female short-sleeved shirts £3.75 on 07/07/2015. Male long-sleeved shirts £4.60 and female long-sleeved shirts £4.31 on 07/07/2015. Regional specification."
Equipment,./devon-and-cornwall.csv,Epaulettes,3.25,36,2015-06-19,Regional specification. Sliders £2.95 on 19/06/2015.
Equipment,./devon-and-cornwall.csv,Belt,3.27,95,2015-04-21,Leather belts.
Equipment,./devon-and-cornwall.csv,Anorak/ waterproof jacket,87.00,85,2015-04-13,Regional specification.
Equipment,./devon-and-cornwall.csv,Hi Visibility jacket,95.00,90,2015-05-28,Regional specification. The force most commonly issues high visibility jackets at £10.95 on 12/05/2015.
Equipment,./devon-and-cornwall.csv,Cut resistant gloves,12.95,130,2015-05-26,Regional specification.
Equipment,./devon-and-cornwall.csv,Boots,,,,Not bought. The force does not issue boots to patrol officers.
Equipment,./devon-and-cornwall.csv,Utility belt,4.22,30,2015-02-13,Leather belts.
Equipment,./devon-and-cornwall.csv,General Patrol full body armour,257.90,15,2015-07-14,"Male armours, female armours £224.03. Regional specification."
Equipment,./devon-and-cornwall.csv,General Patrol body armour vest,44.00,65,2015-06-15,Regional specification.
Equipment,./devon-and-cornwall.csv,Standard Issue Handcuffs,16.95,150,2015-07-17,Regional specification.
Equipment,./devon-and-cornwall.csv,Baton,30.00,300,2015-05-22,Regional specification.
Equipment,./devon-and-cornwall.csv,Airwave radio (hand held),,,,"No purchases have been made in the past three years as radios have been recycled / redistributed, negating the need to purchase new."
Equipment,./devon-and-cornwall.csv,Airwave radio (vehicle),,,,"No purchases have been made in the past three years as radios have been recycled / redistributed, negating the need to purchase new."
Equipment,./devon-and-cornwall.csv,Fully kitted general purpose patrol vehicle - standard 5-door hatchback low performance car.,15489.21,4,2014-12-01,"Inc. commissioning, delivery and registration."
Equipment,./devon-and-cornwall.csv,Compact High performance estate vehicle - fully converted,29191.00,1,2013-10-01,Volvo inc. conversion costs.
Equipment,./devon-and-cornwall.csv,Fully kitted cell van,26496.36,6,2014-07-01,Ford transit inc. CCTV option.
Equipment,./gwent.csv,Custodian style Police Helmet,28.90,40,2014-07-01,
Equipment,./gwent.csv,Fleece,21.10,116,2015-06-10,
Equipment,./gwent.csv,Trousers,14.10,400,2015-06-09,"Female trousers, male trousers £14.62."
Equipment,./gwent.csv,Shirt,4.05,2500,2013-08-14,"Male and female short-sleeved shirts, male and female long-sleeved shirts £4.70."
Equipment,./gwent.csv,Epaulettes,2.10,500,2015-01-16,Price per pair.
Equipment,./gwent.csv,Belt,3.27,160,2014-08-29,
Equipment,./gwent.csv,Anorak/ waterproof jacket,94.20,122,2015-03-05,High visibility jacket with additional zips. This garment is under review.
Equipment,./gwent.csv,Hi Visibility jacket,,,,Not bought. The force issues high visibility body armour covers inc. appointment pockets and click fast points. This garment is not needed.
Equipment,./gwent.csv,Cut resistant gloves,,,,Not bought. The force does not issue cut resistant gloves.
Equipment,./gwent.csv,Boots,,,,"Not bought. The force no longer issues standard officer boots, only for specialist roles."
Equipment,./gwent.csv,Utility belt,5.08,120,2014-04-24,
Equipment,./gwent.csv,General Patrol full body armour,190.24,15,2015-04-23,"Female armours, male armours £223.59."
Equipment,./gwent.csv,General Patrol body armour vest,69.50,47,2015-07-23,High visibility body armour covers inc. appointment pockets and click fast points. No high visibility jacket needed to purchase.
Equipment,./gwent.csv,Standard Issue Handcuffs,18.35,200,2015-02-27,Joint purchase with Dyfed-Powys and South Wales under national contract. Price based on 100-249 order volumes.
Equipment,./gwent.csv,Baton,,,,Not purchased since 2011. Records not accessible. The force operates a baton recycling policy and stocks of new and recycled batons.
Equipment,./gwent.csv,Airwave radio (hand held),290.00,2100,2014-03-06,"Exc. antenna, battery. Inc. colour display."
Equipment,./gwent.csv,Airwave radio (vehicle),,,,Not purchased since 2004. Records not accessible.
Equipment,./gwent.csv,Fully kitted general purpose patrol vehicle - standard 5-door hatchback low performance car.,11274.00,,2013-09-03,Not bought. Price for Ford Focus Estate vehicle inc. conversion and livery.
Equipment,./gwent.csv,Compact High performance estate vehicle - fully converted,31024.00,1,2014-04-30,BMW vehicle. Inc. conversion and livery.
Equipment,./gwent.csv,Fully kitted cell van,22806.00,,2014-01-26,Not bought. Price for Ford Transit van inc. conversion and livery.
Equipment,./norfolk.csv,Custodian style Police Helmet,28.90,3,2015-03-20,Joint purchase with Suffolk via West Midlands Police national framework.
Equipment,./norfolk.csv,Fleece,20.39,200,2015-04-30,"Soft shell jackets, not fleece. Joint purchase with Suffolk via West Yorkshire Police national framework. The force plans to adopt a replacement framework."
Equipment,./norfolk.csv,Trousers,13.05,40,2015-05-28,Joint purchase with Suffolk via Devon & Cornwall contract. The force plans to move to the Yorkshire & Humberside police national framework.
Equipment,./norfolk.csv,Shirt,4.99,64,2014-07-29,"Joint purchase with Suffolk under a local contract, but the force is moving to the West Yorkshire Police national framework to purchase shirts at a lower price."
Equipment,./norfolk.csv,Epaulettes,3.47,200,2015-07-02,Price per pair of sliders (not epaulettes) in line with national guidance. Joint purchase with Suffolk.
Equipment,./norfolk.csv,Belt,1.25,150,2014-11-17,Trouser belts. Joint purchase with Suffolk.
Equipment,./norfolk.csv,Anorak/ waterproof jacket,72.95,225,2014-04-30,"General issue waterproof blouson to patrol officers. Joint purchase with Suffolk. The force is adopting the Metropolitan Police Service waterproof outerwear national framework to pay for the garments at a lower price. Anoraks are not issued as standard, only to neighbourhood / response officers on request (purchased for £79.95 but this price will also be lower under the new framework)."
Equipment,./norfolk.csv,Hi Visibility jacket,29.95,200,2014-07-04,Lightweight packaway jacket. Joint purchase with Suffolk.
Equipment,./norfolk.csv,Cut resistant gloves,13.25,24,2015-01-08,Joint purchase with Suffolk. The force no longer issues cut resistant gloves to neighbourhood/response officers.
Equipment,./norfolk.csv,Boots,,,,Not bought.
Equipment,./norfolk.csv,Utility belt,7.31,160,2014-09-04,Equipment belts. Joint purchase with Suffolk.
Equipment,./norfolk.csv,General Patrol full body armour,302.84,22,2015-07-21,Joint purchase with Suffolk via the Metropolitan Police Service national framework.
Equipment,./norfolk.csv,General Patrol body armour vest,,,,Not bought.
Equipment,./norfolk.csv,Standard Issue Handcuffs,18.35,100,2015-06-17,Joint purchase with Suffolk via the Metropolitan Police Service national framework.
Equipment,./norfolk.csv,Baton,54.45,150,2014-03-11,Joint purchase with Suffolk via the Metropolitan Police Service national framework.
Equipment,./norfolk.csv,Airwave radio (hand held),375.00,1,2010-09-19,
Equipment,./norfolk.csv,Airwave radio (vehicle),700.00,4,2010-09-19,
Equipment,./norfolk.csv,Fully kitted general purpose patrol vehicle - standard 5-door hatchback low performance car.,,,,"Not bought. The force operates intermediate performance estate vehicles for general purpose patrol at a cost of £15,505."
Equipment,./norfolk.csv,Compact High performance estate vehicle - fully converted,,,,"Not bought. The force operates high performance estate vehicles for traffic patrol at a cost of £34,600."
Equipment,./norfolk.csv,Fully kitted cell van,19905.00,4,2014-10-16,"Joint purchase with Suffolk using Kent and Essex contracts. Price inc. base vehicle, conversion, supply and fit of emergency equipment (exc. airwave radio), automatic vehicle location system and satellite navigation."
Equipment,./greater-manchester.csv,Custodian style Police Helmet,28.90,27,2015-07-09,
Equipment,./greater-manchester.csv,Fleece,32.54,35,2015-07-09,
Equipment,./greater-manchester.csv,Trousers,8.95,3875,2015-06-30,
Equipment,./greater-manchester.csv,Shirt,4.75,1302,2015-07-07,"Short-sleeved shirts, long-sleeved shirts £5.25."
Equipment,./greater-manchester.csv,Epaulettes,2.10,750,2015-05-21,
Equipment,./greater-manchester.csv,Belt,3.27,201,2015-07-09,
Equipment,./greater-manchester.csv,Anorak/ waterproof jacket,67.71,20,2015-07-08,
Equipment,./greater-manchester.csv,Hi Visibility jacket,38.56,50,2015-07-09,
Equipment,./greater-manchester.csv,Cut resistant gloves,12.95,170,2015-07-09,
Equipment,./greater-manchester.csv,Boots,,,,Not bought. The force does not issue boots.
Equipment,./greater-manchester.csv,Utility belt,4.25,55,2015-07-09,
Equipment,./greater-manchester.csv,General Patrol full body armour,222.00,38,2015-07-09,Same price for male and female body armours.
Equipment,./greater-manchester.csv,General Patrol body armour vest,57.60,53,2015-07-09,
Equipment,./greater-manchester.csv,Standard Issue Handcuffs,18.35,175,2015-07-09,
Equipment,./greater-manchester.csv,Baton,55.91,75,2015-07-09,
Equipment,./greater-manchester.csv,Airwave radio (hand held),413.25,51,2014-03-27,Inc. aerial and battery
Equipment,./greater-manchester.csv,Airwave radio (vehicle),765.15,13,2015-02-27,Inc. installation kit
Equipment,./greater-manchester.csv,Fully kitted general purpose patrol vehicle - standard 5-door hatchback low performance car.,11471.21,54,2014-07-22,"Hyundai for divisional use, not fully converted but commissioning inc. radio."
Equipment,./greater-manchester.csv,Compact High performance estate vehicle - fully converted,28781.12,2,2014-08-05,"Date of order, not purchase. BMW for traffic use, not fully converted but commissioning inc. radio."
Equipment,./greater-manchester.csv,Fully kitted cell van,20058.69,14,2014-08-07,"Date of order, not purchase. Vauxhall Vivaro converted cell van inc. radio."
Equipment,./hampshire.csv,Custodian style Police Helmet,33.50,64,2014-10-23,
Equipment,./hampshire.csv,Fleece,20.39,20,2015-06-05,
Equipment,./hampshire.csv,Trousers,15.96,230,2015-01-15,
Equipment,./hampshire.csv,Shirt,3.99,290,2014-12-02,
Equipment,./hampshire.csv,Epaulettes,3.85,11,2015-05-14,
